  0.0000000  0.9612617  0.2756374          16.0  90.0
 -0.4806309  0.8324770  0.2756374          16.0 120.0
 -0.8324770  0.4806309  0.2756374          16.0 150.0
 -0.9612617 -0.0000000  0.2756374          16.0 180.0
 -0.8324770 -0.4806308  0.2756374          16.0 210.0
 -0.4806308 -0.8324771  0.2756374          16.0 240.0
  0.0000000 -0.9612617  0.2756374          16.0 270.0
  0.4806308 -0.8324771  0.2756374          16.0 300.0
  0.8324770 -0.4806310  0.2756374          16.0 330.0
  0.9698462  0.1710101  0.1736482          10.0  10.0
  0.9254165  0.3368241  0.1736482          10.0  20.0
  0.7544065  0.6330222  0.1736482          10.0  40.0
  0.6330222  0.7544065  0.1736482          10.0  50.0
  0.3368241  0.9254165  0.1736482          10.0  70.0
  0.1710101  0.9698462  0.1736482          10.0  80.0
 -0.1710101  0.9698462  0.1736482          10.0 100.0
 -0.3368241  0.9254165  0.1736482          10.0 110.0
 -0.6330222  0.7544065  0.1736482          10.0 130.0
 -0.7544065  0.6330222  0.1736482          10.0 140.0
 -0.9254165  0.3368241  0.1736482          10.0 160.0
 -0.9698462  0.1710102  0.1736482          10.0 170.0
 -0.9698462 -0.1710101  0.1736482          10.0 190.0
 -0.9254165 -0.3368241  0.1736482          10.0 200.0
 -0.7544066 -0.6330222  0.1736482          10.0 220.0
 -0.6330221 -0.7544066  0.1736482          10.0 230.0
 -0.3368240 -0.9254165  0.1736482          10.0 250.0
 -0.1710100 -0.9698463  0.1736482          10.0 260.0
  0.1710100 -0.9698462  0.1736482          10.0 280.0
  0.3368240 -0.9254165  0.1736482          10.0 290.0
  0.6330221 -0.7544066  0.1736482          10.0 310.0
  0.7544064 -0.6330224  0.1736482          10.0 320.0
  0.9254165 -0.3368243  0.1736482          10.0 340.0
  0.9698462 -0.1710103  0.1736482          10.0 350.0
  1.0000000  0.0000000  0.0000000           0.0   0.0
  0.9659258  0.2588190  0.0000000           0.0  15.0
  0.8660254  0.5000000  0.0000000           0.0  30.0
  0.7071068  0.7071068  0.0000000           0.0  45.0
  0.5000000  0.8660254  0.0000000           0.0  60.0
  0.2588191  0.9659258  0.0000000           0.0  75.0
  0.0000000  1.0000000  0.0000000           0.0  90.0
 -0.2588190  0.9659258  0.0000000           0.0 105.0
 -0.5000000  0.8660254  0.0000000           0.0 120.0
 -0.7071068  0.7071068  0.0000000           0.0 135.0
 -0.8660254  0.5000000  0.0000000           0.0 150.0
 -0.9659258  0.2588191  0.0000000           0.0 165.0
