#EventID|Time|Latitude|Longitude|Depth/km|Author|Catalog|Contributor|ContributorID|MagType|Magnitude|MagAuthor|EventLocationName
2004-03-05.065.2350833.BP2-25.3s.p0.2.ms_20040305_104354901000|2004-03-05T10:43:47.444000Z|-43.45392|171.425|12000.0|yifan|delayednewz|||ML|2.1050000052133035|yifan|Darfield
2004-03-07.067.2196128.BP2-25.3s.p0.2.ms_20040307_213316361000|2004-03-07T21:33:03.112000Z|-42.96153|171.38658|5000.0|yifan|delayednewz|||ML|2.7260000038367225|yifan|Darfield
2004-03-18.078.2200957.BP2-25.3s.p0.2.ms_20040318_025223421000|2004-03-18T02:52:11.248000Z|-42.96811|171.47061|5000.0|yifan|delayednewz|||ML|2.59299999472188|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20040321_213752801000|2004-03-21T21:37:46.809000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|2.5520000039707225|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20040322_223447121000|2004-03-22T22:34:41.129000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.743248032528233|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20050219_104109601000|2005-02-19T10:41:03.609000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.956696933141099|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20061005_225933109000|2006-10-05T22:59:27.117000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|2.058760555833649|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20071112_143834089000|2007-11-12T14:38:28.097000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|2.245485830956731|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20080214_231254129000|2008-02-14T23:12:48.137000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.5279728232453675|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20080217_205622249000|2008-02-17T20:56:16.257000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.488544966385292|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20080217_211957489000|2008-02-17T21:19:51.497000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.8052870629872457|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20080630_094335189000|2008-06-30T09:43:29.197000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.4551170279951755|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20100109_062355025000|2010-01-09T06:23:49.033000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.754128543195557|yifan|Darfield
2004-03-21.081.2202598.BP2-25.3s.p0.2.ms_20100216_040513987000|2010-02-16T04:05:07.995000Z|-42.93033|171.92496|5000.0|yifan|delayednewz|||ML|1.3772277497153307|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20040419_104136421000|2004-04-19T10:41:27.822000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|2.4360000007838383|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20040602_134015281000|2004-06-02T13:40:06.682000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|1.4643945458302767|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20040907_212943941000|2004-09-07T21:29:35.342000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|1.4367626143477794|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20040908_015608361000|2004-09-08T01:55:59.762000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|1.721758545189882|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20040925_223021081000|2004-09-25T22:30:12.482000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|1.420395968689487|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20051016_181250789000|2005-10-16T18:12:42.190000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|1.5144191356000662|yifan|Darfield
2004-04-19.110.2216717.BP2-25.3s.p0.2.ms_20080805_224627049000|2008-08-05T22:46:18.450000Z|-42.86969|171.68715|12000.0|yifan|delayednewz|||ML|1.724250298103195|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20040418_234411521000|2004-04-18T23:43:59.100000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|1.7542628950833692|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20040422_194250161000|2004-04-22T19:42:37.740000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|2.645000000748419|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20040507_095010841000|2004-05-07T09:49:58.420000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|2.2202418702643794|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20040520_124028741000|2004-05-20T12:40:16.320000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|1.2776406260365518|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20040521_072614701000|2004-05-21T07:26:02.280000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|1.1500612834991524|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20040915_080520881000|2004-09-15T08:05:08.460000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|2.0129828625246087|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20041218_001206301000|2004-12-18T00:11:53.880000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|1.2802871510096148|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20050515_234515901000|2005-05-15T23:45:03.480000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|1.3882919439653312|yifan|Darfield
2004-04-22.113.2218242.BP2-25.3s.p0.2.ms_20061229_133421449000|2006-12-29T13:34:09.028000Z|-43.07056|171.45724|12000.0|yifan|delayednewz|||ML|3.280007194225802|yifan|Darfield
2004-04-23.114.2218562.BP2-25.3s.p0.2.ms_20040423_102730201000|2004-04-23T10:27:19.862000Z|-43.40028|171.63608|12000.0|yifan|delayednewz|||ML|1.3084341420979888|yifan|Darfield
2004-04-23.114.2218562.BP2-25.3s.p0.2.ms_20040423_102735541000|2004-04-23T10:27:25.202000Z|-43.40028|171.63608|12000.0|yifan|delayednewz|||ML|1.9620000001289881|yifan|Darfield
2004-04-23.114.2218677.BP2-25.3s.p0.2.ms_20040423_165454561000|2004-04-23T16:54:47.840000Z|-42.94495|171.88249|5000.0|yifan|delayednewz|||ML|2.0010000023513395|yifan|Darfield
2004-04-23.114.2218677.BP2-25.3s.p0.2.ms_20040515_214122061000|2004-05-15T21:41:15.340000Z|-42.94495|171.88249|5000.0|yifan|delayednewz|||ML|1.9477151057221513|yifan|Darfield
2004-04-23.114.2218677.BP2-25.3s.p0.2.ms_20040713_104529981000|2004-07-13T10:45:23.260000Z|-42.94495|171.88249|5000.0|yifan|delayednewz|||ML|1.6286534065326674|yifan|Darfield
2004-04-23.114.2218677.BP2-25.3s.p0.2.ms_20070616_055420309000|2007-06-16T05:54:13.588000Z|-42.94495|171.88249|5000.0|yifan|delayednewz|||ML|1.0622760822510346|yifan|Darfield
2004-05-05.126.2225550.BP2-25.3s.p0.2.ms_20040505_101516021000|2004-05-05T10:15:07.059000Z|-43.18336|172.20073|33000.0|yifan|delayednewz|||ML|2.3640000082352404|yifan|Darfield
2004-05-05.126.2225550.BP2-25.3s.p0.2.ms_20040505_101654881000|2004-05-05T10:16:45.919000Z|-43.18336|172.20073|33000.0|yifan|delayednewz|||ML|1.7180365789938794|yifan|Darfield
2004-05-11.132.2228443.BP2-25.3s.p0.2.ms_20040511_012548081000|2004-05-11T01:25:35.021000Z|-43.13245|171.43707|5000.0|yifan|delayednewz|||ML|2.1940000011277725|yifan|Darfield
2004-05-11.132.2228443.BP2-25.3s.p0.2.ms_20041108_045328001000|2004-11-08T04:53:14.941000Z|-43.13245|171.43707|5000.0|yifan|delayednewz|||ML|1.3050159661404348|yifan|Darfield
2004-05-15.136.2230503.BP2-25.3s.p0.2.ms_20040515_085527541000|2004-05-15T08:55:14.932000Z|-43.08552|171.51353|5000.0|yifan|delayednewz|||ML|2.187000001048032|yifan|Darfield
2004-05-15.136.2230503.BP2-25.3s.p0.2.ms_20041202_160223941000|2004-12-02T16:02:11.332000Z|-43.08552|171.51353|5000.0|yifan|delayednewz|||ML|1.299563678178451|yifan|Darfield
2004-05-29.150.2238875.BP2-25.3s.p0.2.ms_20040521_231317721000|2004-05-21T23:13:10.172000Z|-43.53188|171.49277|10695.8|yifan|delayednewz|||ML|1.3336217280094964|yifan|Darfield
2004-05-29.150.2238875.BP2-25.3s.p0.2.ms_20040522_032745001000|2004-05-22T03:27:37.452000Z|-43.53188|171.49277|10695.8|yifan|delayednewz|||ML|1.3025152468215788|yifan|Darfield
2004-05-29.150.2238875.BP2-25.3s.p0.2.ms_20040529_165635361000|2004-05-29T16:56:27.812000Z|-43.53188|171.49277|10695.8|yifan|delayednewz|||ML|2.266357748297654|yifan|Darfield
2004-06-07.159.2243711.BP2-25.3s.p0.2.ms_20040607_184715061000|2004-06-07T18:47:01.592000Z|-43.11679|171.45416|5000.0|yifan|delayednewz|||ML|2.070000004718201|yifan|Darfield
2004-06-07.159.2243711.BP2-25.3s.p0.2.ms_20041016_214025081000|2004-10-16T21:40:11.612000Z|-43.11679|171.45416|5000.0|yifan|delayednewz|||ML|1.4664543781141954|yifan|Darfield
2004-06-07.159.2243711.BP2-25.3s.p0.2.ms_20041228_061134161000|2004-12-28T06:11:20.692000Z|-43.11679|171.45416|5000.0|yifan|delayednewz|||ML|1.3673713049921734|yifan|Darfield
2004-06-09.161.2245073.BP2-25.3s.p0.2.ms_20040609_163918081000|2004-06-09T16:39:05.967000Z|-43.34643|171.93256|9659.4|yifan|delayednewz|||ML|3.7370000021521688|yifan|Darfield
2004-06-09.161.2245167.BP2-25.3s.p0.2.ms_20040609_171940781000|2004-06-09T17:19:28.912000Z|-43.354|171.9285|12000.0|yifan|delayednewz|||ML|1.0591693860140692|yifan|Darfield
2004-06-09.161.2245167.BP2-25.3s.p0.2.ms_20040609_220902521000|2004-06-09T22:08:50.652000Z|-43.354|171.9285|12000.0|yifan|delayednewz|||ML|2.380000000877786|yifan|Darfield
2004-06-09.161.2245167.BP2-25.3s.p0.2.ms_20040610_031703701000|2004-06-10T03:16:51.832000Z|-43.354|171.9285|12000.0|yifan|delayednewz|||ML|1.265836246006257|yifan|Darfield
2004-06-09.161.2245167.BP2-25.3s.p0.2.ms_20040812_123836961000|2004-08-12T12:38:25.092000Z|-43.354|171.9285|12000.0|yifan|delayednewz|||ML|2.8888915945489044|yifan|Darfield
2004-06-09.161.2245167.BP2-25.3s.p0.2.ms_20050329_075117141000|2005-03-29T07:51:05.272000Z|-43.354|171.9285|12000.0|yifan|delayednewz|||ML|1.2248236772948191|yifan|Darfield
2004-06-10.162.2245913.BP2-25.3s.p0.2.ms_20040531_031538381000|2004-05-31T03:15:27.139000Z|-43.37977|171.67787|5000.0|yifan|delayednewz|||ML|1.331099037866284|yifan|Darfield
2004-06-10.162.2245913.BP2-25.3s.p0.2.ms_20040610_210329561000|2004-06-10T21:03:18.319000Z|-43.37977|171.67787|5000.0|yifan|delayednewz|||ML|2.068999997167322|yifan|Darfield
2004-06-18.170.2249936.BP2-25.3s.p0.2.ms_20040618_184620821000|2004-06-18T18:46:09.102000Z|-43.13519|171.58578|12000.0|yifan|delayednewz|||ML|2.152999996758503|yifan|Darfield
2004-06-18.170.2249936.BP2-25.3s.p0.2.ms_20071104_070313409000|2007-11-04T07:03:01.690000Z|-43.13519|171.58578|12000.0|yifan|delayednewz|||ML|1.2396960601677351|yifan|Darfield
2004-06-29.181.2255507.BP2-25.3s.p0.2.ms_20040629_180115181000|2004-06-29T18:01:03.145000Z|-43.33001|171.86644|9007.0|yifan|delayednewz|||ML|3.052000003703185|yifan|Darfield
2004-06-29.181.2255507.BP2-25.3s.p0.2.ms_20040702_193828901000|2004-07-02T19:38:16.865000Z|-43.33001|171.86644|9007.0|yifan|delayednewz|||ML|0.970614696321848|yifan|Darfield
2004-06-29.181.2255507.BP2-25.3s.p0.2.ms_20040707_214157421000|2004-07-07T21:41:45.385000Z|-43.33001|171.86644|9007.0|yifan|delayednewz|||ML|0.988416259855078|yifan|Darfield
2004-07-03.185.2257630.BP2-25.3s.p0.2.ms_20040703_153227541000|2004-07-03T15:32:14.965000Z|-43.35778|171.8302|19654.6|yifan|delayednewz|||ML|2.5709999973929847|yifan|Darfield
2004-07-04.186.2258243.BP2-25.3s.p0.2.ms_20040704_185939321000|2004-07-04T18:59:32.061000Z|-42.91267|171.81882|5000.0|yifan|delayednewz|||ML|2.8959999979260846|yifan|Darfield
2004-07-04.186.2258243.BP2-25.3s.p0.2.ms_20050121_203830201000|2005-01-21T20:38:22.941000Z|-42.91267|171.81882|5000.0|yifan|delayednewz|||ML|1.9154412388431459|yifan|Darfield
2004-07-04.186.2258243.BP2-25.3s.p0.2.ms_20050305_114631381000|2005-03-05T11:46:24.121000Z|-42.91267|171.81882|5000.0|yifan|delayednewz|||ML|1.3849344279405036|yifan|Darfield
2004-07-04.186.2258243.BP2-25.3s.p0.2.ms_20050425_220335381000|2005-04-25T22:03:28.121000Z|-42.91267|171.81882|5000.0|yifan|delayednewz|||ML|1.4724204783207295|yifan|Darfield
2004-07-04.186.2258243.BP2-25.3s.p0.2.ms_20060315_012805869000|2006-03-15T01:27:58.609000Z|-42.91267|171.81882|5000.0|yifan|delayednewz|||ML|1.977445385239967|yifan|Darfield
2004-07-04.186.2258243.BP2-25.3s.p0.2.ms_20060802_100149869000|2006-08-02T10:01:42.609000Z|-42.91267|171.81882|5000.0|yifan|delayednewz|||ML|1.1957432889693618|yifan|Darfield
2004-07-09.191.2261398.BP2-25.3s.p0.2.ms_20040709_161150321000|2004-07-09T16:11:47.650000Z|-42.83799|172.42424|8926.7|yifan|delayednewz|||ML|2.9369999913738596|yifan|Darfield
2004-07-09.191.2261398.BP2-25.3s.p0.2.ms_20040803_050730541000|2004-08-03T05:07:27.870000Z|-42.83799|172.42424|8926.7|yifan|delayednewz|||ML|1.2196315626938639|yifan|Darfield
2004-07-09.191.2261398.BP2-25.3s.p0.2.ms_20040804_202148481000|2004-08-04T20:21:45.810000Z|-42.83799|172.42424|8926.7|yifan|delayednewz|||ML|1.4882383771119956|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_160807401000|2004-07-09T16:08:04.615000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|3.588995849665621|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_161554861000|2004-07-09T16:15:52.075000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|3.0016694307736653|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_161714321000|2004-07-09T16:17:11.535000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.1825631891788224|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_163014161000|2004-07-09T16:30:11.375000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.8267094180750315|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_163200581000|2004-07-09T16:31:57.795000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|2.064643963888716|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_174433181000|2004-07-09T17:44:30.395000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.7004753140609454|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_180634741000|2004-07-09T18:06:31.955000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.5223007798252943|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_192020201000|2004-07-09T19:20:17.415000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.2864444802332446|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_193552221000|2004-07-09T19:35:49.435000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.969433778080307|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_200439741000|2004-07-09T20:04:36.955000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.7373094573014131|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040709_234740801000|2004-07-09T23:47:38.015000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.9975640078499644|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040710_004706001000|2004-07-10T00:47:03.215000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.1312883022958207|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040710_023253001000|2004-07-10T02:32:50.215000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.2086846986458843|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040710_024417481000|2004-07-10T02:44:14.695000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.2240456597386205|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040710_031135081000|2004-07-10T03:11:32.295000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.1461061118888134|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040710_180824681000|2004-07-10T18:08:21.895000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.0922950487030354|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040711_132632801000|2004-07-11T13:26:30.015000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.0496333370706765|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040711_165226241000|2004-07-11T16:52:23.455000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.2962145307037525|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040712_061931021000|2004-07-12T06:19:28.235000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.8235472342338332|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040712_104753821000|2004-07-12T10:47:51.035000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.8585474047050567|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040713_102814321000|2004-07-13T10:28:11.535000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.8618637144526997|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040713_151230941000|2004-07-13T15:12:28.155000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.0698668019794604|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040715_043015521000|2004-07-15T04:30:12.735000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.7597857987253782|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_050456141000|2004-08-03T05:04:53.355000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|2.737150823125978|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_050639461000|2004-08-03T05:06:36.675000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.1524052559153186|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_050654881000|2004-08-03T05:06:52.095000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.0916512024965268|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_051935441000|2004-08-03T05:19:32.655000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.990335267408353|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_052627421000|2004-08-03T05:26:24.635000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.4617198594529996|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_055108501000|2004-08-03T05:51:05.715000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.114164076832085|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_071851561000|2004-08-03T07:18:48.775000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.8992721698638159|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_133652041000|2004-08-03T13:36:49.255000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.3088466661121338|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_144526601000|2004-08-03T14:45:23.815000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|2.5509204855732786|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_150709181000|2004-08-03T15:07:06.395000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.327302270596067|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_151244501000|2004-08-03T15:12:41.715000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.9677742700730962|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_151304741000|2004-08-03T15:13:01.955000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.9906826432261341|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040803_161246721000|2004-08-03T16:12:43.935000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|2.3011530110294576|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040804_104500861000|2004-08-04T10:44:58.075000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.387583417868794|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040808_183438261000|2004-08-08T18:34:35.475000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.7761199736539106|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20040808_220620701000|2004-08-08T22:06:17.915000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.8227734096052477|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20050430_021131061000|2005-04-30T02:11:28.275000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.1033834646964342|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20060623_184602189000|2006-06-23T18:45:59.403000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.9231171916778338|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20080227_044154309000|2008-02-27T04:41:51.523000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|0.5882437140658495|yifan|Darfield
2004-07-09.191.2261399.BP2-25.3s.p0.2.ms_20100927_063327527000|2010-09-27T06:33:24.741000Z|-42.80851|172.41118|12000.0|yifan|delayednewz|||ML|1.4234303492057652|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040709_161747421000|2004-07-09T16:17:44.604000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|2.527016710793405|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040709_162616001000|2004-07-09T16:26:13.184000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.0801917538155388|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040709_180046001000|2004-07-09T18:00:43.184000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.5003081979440989|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040709_180112901000|2004-07-09T18:01:10.084000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.4367433281088258|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040709_201512241000|2004-07-09T20:15:09.424000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|3.0640121956680955|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040709_213249261000|2004-07-09T21:32:46.444000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|2.452175433041327|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040711_072900001000|2004-07-11T07:28:57.184000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.221273407716887|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040712_061008241000|2004-07-12T06:10:05.424000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|3.391999994986287|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040712_193000481000|2004-07-12T19:29:57.664000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.8054898419175263|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040712_195851121000|2004-07-12T19:58:48.304000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|2.115291853519593|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040718_223556461000|2004-07-18T22:35:53.644000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|2.3107391655219995|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040813_190740361000|2004-08-13T19:07:37.544000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|2.464552489691441|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040818_192852861000|2004-08-18T19:28:50.044000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.7656763470287902|yifan|Darfield
2004-07-12.194.2263205.BP2-25.3s.p0.2.ms_20040907_214437381000|2004-09-07T21:44:34.564000Z|-42.82254|172.44302|9272.0|yifan|delayednewz|||ML|1.5094731055396764|yifan|Darfield
2004-07-21.203.2267941.BP2-25.3s.p0.2.ms_20040721_040509881000|2004-07-21T04:04:57.739000Z|-43.3575|171.93045|9457.0|yifan|delayednewz|||ML|3.4110000042949236|yifan|Darfield
2004-07-21.203.2267941.BP2-25.3s.p0.2.ms_20040721_043409641000|2004-07-21T04:33:57.499000Z|-43.3575|171.93045|9457.0|yifan|delayednewz|||ML|1.3779585162646644|yifan|Darfield
2004-07-21.203.2267941.BP2-25.3s.p0.2.ms_20040726_223905481000|2004-07-26T22:38:53.339000Z|-43.3575|171.93045|9457.0|yifan|delayednewz|||ML|1.0856931500581066|yifan|Darfield
2004-07-21.203.2267941.BP2-25.3s.p0.2.ms_20040805_000252341000|2004-08-05T00:02:40.199000Z|-43.3575|171.93045|9457.0|yifan|delayednewz|||ML|0.7653476914559794|yifan|Darfield
2004-07-21.203.2267941.BP2-25.3s.p0.2.ms_20100908_220209947000|2010-09-08T22:01:57.805000Z|-43.3575|171.93045|9457.0|yifan|delayednewz|||ML|1.3665626147100483|yifan|Darfield
