   7.320    47.640 1991      9       1    2.0   5.00      19      24
   7.330    47.650 1991      9       1    1.8   2.00      19      24
   7.270    47.620 1991      9       1    2.4   3.00      19      24
   7.800    46.080 1991      9       5    0.0  10.00      11       2
   8.580    46.230 1991      9       5    2.8  10.00      14      20
   7.450    46.050 1991      9       6    0.0   3.00       5      39
   7.930    46.210 1991      9       7    2.4   8.00      18       9
   7.930    46.180 1991      9       7    2.3  20.00      18       9
   7.860    46.190 1991      9       7    2.9   5.00      18       9
   7.860    46.190 1991      9       7    3.0   5.00      18       9
   7.870    46.250 1991      9       7    3.2   2.00      18       9
   7.630    45.910 1991      9       8    2.3   5.00      19      30
   7.630    45.910 1991      9       8    2.5   5.00      19      30
   7.470    46.290 1991      9      10    3.0   4.00       3       5
   7.470    46.290 1991      9      10    2.7   4.00       3       5
   7.440    46.310 1991      9      10    2.1  13.00       3       5
   7.410    46.340 1991      9      10    2.7   2.00       3       5
   7.430    46.350 1991      9      10    0.0   3.00       3      29
   7.440    46.340 1991      9      10    0.8   3.00       3      33
   7.440    46.330 1991      9      10    0.0   3.00       4      59
   7.430    46.340 1991      9      10    0.7   4.00      16       3
   7.430    46.330 1991      9      10    0.5   3.00      16      45
   7.460    46.420 1991      9      15    0.0   3.00       8       9
   7.460    46.400 1991      9      16    0.6   4.00      14      54
   7.460    46.400 1991      9      16    0.7   5.00      15       2
   6.930    45.890 1991      9      16    2.4   2.00      21      28
   6.930    45.890 1991      9      16    2.6   2.00      21      28
   6.860    45.960 1991      9      16    2.6   5.00      21      28
   6.880    45.930 1991      9      16    2.6   2.00      21      28
   6.960    45.960 1991      9      16    1.8   7.00      21      28
   7.290    46.310 1991      9      17    0.0   8.00       9      12
   7.510    46.350 1991      9      17    0.0  12.00      22      54
   7.800    46.090 1991      9      18    0.0  11.00      17      24
   7.600    46.320 1991      9      20   -0.2   3.00       1       8
   7.780    46.090 1991      9      20    0.0   1.00      17      24
   7.450    46.410 1991      9      23    0.0   3.00       5      39
   7.500    46.310 1991      9      23    0.0   3.00      16       4
   6.400    46.120 1991      9      26    2.4   5.00       1      48
   6.400    46.120 1991      9      26    2.6   5.00       1      48
   7.460    46.280 1991      9      26    2.2   7.00       7      29
   7.490    46.150 1991      9      26    2.8  12.00       7      29
   7.440    46.290 1991      9      26    2.8   2.00       7      29
   7.600    46.320 1991      9      28    0.0   6.00       5      46
   7.470    46.410 1991      9      29    0.2   3.00      16      29
   7.440    46.450 1991     10       1    0.1   3.00      17      59
   7.440    46.280 1991     10       1    0.0   2.00      22      54
   7.820    46.140 1991     10       1    0.0  12.00      23      43
   7.020    46.130 1991     10       3    0.0   3.00      17      34
   7.470    46.400 1991     10       4    0.0   3.00      20       1
   7.470    46.390 1991     10       5    0.4   6.00       9      49
   7.470    46.400 1991     10       5    0.0   3.00       9      51
   7.530    46.340 1991     10       6    0.3   3.00      16      40
   7.470    46.400 1991     10       6    0.6   6.00      20      57
   7.600    45.970 1991     10       8    1.6   3.00      19      30
   7.580    46.000 1991     10       8    1.8   3.00      19      30
   7.450    45.940 1991     10       8    2.5   2.00      19      30
   7.670    46.200 1991     10       8    0.0   4.00      20      10
   7.590    46.090 1991     10       8    0.0   6.00      23      49
   7.470    46.400 1991     10       9    0.0   3.00       2      20
   8.220    46.800 1991     10       9    1.1   5.00       2      23
   7.470    46.400 1991     10      11    0.0   4.00      22      22
   7.380    46.320 1991     10      13    0.0   1.00       0       0
   7.470    46.400 1991     10      15    0.3   3.00      15      19
   7.470    46.400 1991     10      15    0.4   3.00      15      22
   7.210    46.270 1991     10      25    1.4   2.00      16      45
   6.400    46.150 1991     10      26    2.0  10.00       1      48
   6.410    46.160 1991     10      26    1.6   2.00       1      48
   6.370    46.240 1991     10      26    2.6   5.00       1      48
   6.340    46.280 1991     10      26    2.6   5.00       1      48
   7.400    46.930 1991     10      26    1.5  13.00      20       0
   7.370    47.740 1991     10      28    2.2   5.00      17      54
   7.680    47.640 1991     11       5    2.6   2.00       9      13
   7.680    47.640 1991     11       5    2.5   2.00       9      13
   7.680    47.600 1991     11       5    2.1  17.00       9      13
   7.320    46.280 1991     11      10    2.5   0.00      12      55
   7.290    46.260 1991     11      10    1.6  15.00      12      55
   7.190    46.400 1991     11      10    2.9   6.00      12      55
   7.430    47.650 1991     11      12    2.5  12.00      19      10
   7.430    47.650 1991     11      12    2.5  12.00      19      10
   7.430    47.680 1991     11      12    2.0   5.00      19      10
   7.290    46.010 1991     11      12    2.0   4.00      23      44
   7.480    46.270 1991     11      21    2.3   1.00      11      46
   7.470    46.210 1991     11      21    2.1  16.00      11      46
   7.370    46.330 1991     11      21    3.3   2.00      11      46
   7.440    46.270 1991     11      21    1.5   1.00      12       1
   7.320    46.280 1991     11      23    2.4   1.00       0       3
   7.280    46.250 1991     11      23    2.3  18.00       0       3
   7.380    46.280 1991     11      23    3.2   2.00       0       3
   7.720    46.310 1991     12       8    2.8   2.00      14      37
   7.530    46.320 1991     12       8    2.8   5.00      14      37
   7.510    46.330 1991     12       9    1.7   4.00      20      26
   7.580    46.310 1991     12      11    0.9   6.00      18       5
   6.710    46.160 1992      1       3    2.3   5.00       6      10
   7.010    45.850 1992      1       3    2.0  10.00       6      10
   7.010    45.850 1992      1       3    2.3  10.00       6      10
   6.620    47.110 1992      1      11    2.0   9.00      22      49
   8.130    46.350 1992      1      13    1.5   0.00      19      52
   7.550    46.030 1992      1      15    2.1   8.00      12      17
   7.790    47.480 1992      1      15    1.5  16.00      14      50
   6.940    46.940 1992      1      15    2.0   1.00      22      19
   6.910    46.950 1992      1      15    2.6  10.00      22      19
   7.440    46.010 1992      1      16    1.3   9.00      19      15
   7.440    46.140 1992      1      18    1.0   1.00      19      20
   7.430    46.250 1992      1      20    2.6   9.00      20      45
   7.430    46.250 1992      1      20    2.8   9.00      20      45
   7.880    46.720 1992      1      23    2.4  10.00       4      22
   6.680    47.070 1992      1      24    2.0   5.00       4      21
   6.600    47.100 1992      1      24    2.4  13.00       4      21
   8.530    47.070 1992      1      26    2.6  10.00      14      58
   7.100    46.360 1992      1      29    1.6  17.00      21      48
   7.600    46.260 1992      1      29    2.5  10.00      21      49
   6.750    47.080 1992      2       2    2.0   5.00       1       6
   6.600    47.100 1992      2       2    2.4   9.00       1       6
   7.070    46.340 1992      2       3    2.0   5.00      23       7
